Code,Stock,Type,Theoretical Quantity,Segment Area,Segment Code,Segment Name
NVDC34,NVIDIA CORP,DRN,1200000000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
OXYP34,OCCIDENT PTR,DRN ED,18674692,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
ORCL34,ORACLE,DRN,27920000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
PYPL34,PAYPAL HOLD,DRN,235006400,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
PEPB34,PEPSICO INC,DRN,13820000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
PTCH34,PETROCHIN,DRN ED,2109890,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
PFIZ34,PFIZER,DRN,224267520,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
PGCO34,PG,DRN,339839500,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
PHMO34,PHILIP MORRI,DRN,31170820,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
P1DD34,PINDUODUO IN,DRN,125328900,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
P1LD34,PROLOGIS INC,DRN ED,14794896,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
QCOM34,QUALCOMM,DRN,135360000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
RYTT34,RAYTHEONTECH,DRN,15078780,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
RDSA34,RD SHELL,DRN,20506200,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
R1IN34,REALTY INCOM,DRN,7787766,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
REGN34,REGENERON PH,DRN,5255320,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
RIOT34,RIO TINTO,DRN,12476830,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
R1KU34,ROKU INC,DRN,23280900,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
R1CL34,ROYAL CARIBB,DRN,5093884,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
SSFO34,SALESFORCE,DRN,203720000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
BCSA34,SANTANDER,DRN,173406400,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
SAPP34,SAP SE,DRN,12285040,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
SCHW34,SCHWAB,DRN,72348360,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
N1OW34,SERVICENOW,DRN,99050000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
SIMN34,SIMON PROP,DRN ED,13144448,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
S1LG34,SL GREEN REA,DRN,1343175,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
SNEC34,SONY GROUP,DRN,12610590,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
S1PL34,SPLUNK INC,DRN,32078000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
S1PO34,SPOTIFY TECH,DRN,7631784,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
SBUB34,STARBUCKS,DRN,11790000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TSMC34,TAIWANSMFAC,DRN ED,414886080,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
T1TW34,TAKE-TWO INT,DRN,4660732,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
T1AL34,TAL EDUCATIO,DRN,38533630,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TPRY34,TAPESTRY INC,DRN,2795752,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TGTB34,TARGET CORP,DRN,4896500,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TLNC34,TELEFONIC,DRN,56380540,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TSLA34,TESLA INC,DRN,320565440,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TEXA34,TEXAS INC,DRN,9232100,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TMOS34,THERMFISCHER,DRN ED,188841072,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TMCO34,TOYOTAMO,DRN,16314990,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
RIGG34,TRANSOCEAN,DRN,6511399,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
T1RI34,TRIPADVISOR,DRN,1246063,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
T1WL34,TWILIO INC,DRN,41732825,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
TWTR34,TWITTER,DRN,15959332,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
U1BE34,UBER TECH IN,DRN,75373880,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
UBSG34,UBS GROUP,DRN,37024230,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
ULEV34,UNILEVER,DRN,25958520,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
U1AL34,UNITED AIRLI,DRN,6472216,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
UNHH34,UNITEDHEALTH,DRN ED,330021090,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
UPSS34,UPS,DRN,116526336,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
USSX34,US STEEL,DRN,2701286,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
VLOE34,VALERO ENER,DRN,8176468,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
VERZ34,VERIZON,DRN,248406960,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
VRTX34,VERTEX PHARM,DRN,10377136,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
C1BS34,VIACOMCBS,DRN ED,6058135,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
VISA34,VISA INC,DRN,21270000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
V1NO34,VORNADO REAL,DRN,1915608,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
WALM34,WAL MART,DRN,448343360,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
WGBA34,WALGREENS,DRN,17299746,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
DISB34,WALT DISNEY,DRN,18170000,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
WFCO34,WELLS FARGO,DRN,164256440,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
W1IX34,WIX.COM LTD,DRN,16922187,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
Z1TS34,ZOETIS INC,DRN,18957768,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
Z1OM34,ZOOM VIDEO,DRN,60048075,Segments and Sectors,BDRX,Unsponsored BDR Index-GLOBAL (BDRX)
GGPS3,GPS,ON NM,385222623,Corporate Governance,IGCT,Corporate Governance Trade Index (IGCT)
TTEN3,3TENTOS,ON NM,109803922,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
AGXY3,AGROGALAXY,ON NM,63417143,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
ALLD3,ALLIED,ON EDJ NM,29540294,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
APER3,ALPER S.A.,ON NM,14408593,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
AVLL3,ALPHAVILLE,ON NM,4607550,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
ARML3,ARMAC,ON NM,170115256,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
BLAU3,BLAU,ON NM,31393939,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
SOJA3,BOA SAFRA,ON NM,46459548,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
BRIT3,BRISANET,ON NM,89798851,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
CBAV3,CBA,ON NM,143721645,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
CLSA3,CLEARSALE,ON NM,47353811,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
CSED3,CRUZEIRO EDU,ON NM,77755200,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
DMVF3,D1000VFARMA,ON NM,23536205,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
DASA3,DASA,ON NM,58226431,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
DESK3,DESKTOP,ON NM,30435000,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
DOTZ3,DOTZ SA,ON NM,34898952,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
ELMD3,ELETROMIDIA,ON NM,47550775,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
ALPK3,ESTAPAR,ON ES NM,98820480,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
POWE3,FOCUS ON,ON NM,42684181,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
NINJ3,GETNINJAS,ON NM,42897889,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
HBRE3,HBR REALTY,ON NM,25797246,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
IFCM3,INFRACOMM,ON NM,236539710,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
JALL3,JALLESMACHAD,ON NM,97713448,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
JSLG3,JSL,ON NM,63399039,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
KRSA3,KORA SAUDE,ON NM,80079135,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
MATD3,MATER DEI,ON NM,81023744,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
MBLY3,MOBLY,ON NM,44444445,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
MDNE3,MOURA DUBEUX,ON NM,56957595,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
MLAS3,MULTILASER,ON NM,172313238,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
ONCO3,ONCOCLINICAS,ON NM,135788449,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
ORVR3,ORIZON,ON NM,23643749,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
OFSA3,OUROFINO S/A,ON NM,23582833,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
PDTC3,PADTEC,ON NM,34893806,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
RECV3,PETRORECSA,ON NM,231240239,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
PRNR3,PRINER,ON NM,38091055,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
PFRM3,PROFARMA,ON NM,87499778,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
RDNI3,RNI,ON NM,15049835,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
RSID3,ROSSI RESID,ON NM,16141939,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
SCAR3,SAO CARLOS,ON NM,24946928,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
SMFT3,SMART FIT,ON NM,243804766,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
SGPS3,SPRINGS,ON NM,23408641,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
TRAD3,TC,ON NM,86940212,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
LAND3,TERRASANTAPA,ON NM,30558664,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
UCAS3,UNICASA,ON NM,28508438,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
FIQE3,UNIFIQUE,ON NM,101099463,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
VITT3,VITTIA,ON NM,44418605,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
VVEO3,VIVEO,ON NM,115680492,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
LVTC3,WDC NETWORKS,ON NM,19400000,Corporate Governance,IGNM,Novo Mercado Corporate Governance Equity Index (IGC-NM)
ALPA3,ALPARGATAS,ON N1,11390682,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
BRSR3,BANRISUL,ON N1,3839426,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
BRBI11,BR PARTNERS,UNT N2,85312740,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
BRAP3,BRADESPAR,ON N1,26906369,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
BRKM3,BRASKEM,ON N1,12907077,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
CEDO3,CEDRO,ON N1,2067155,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
CEDO4,CEDRO,PN N1,3767987,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
CLSC4,CELESC,PN N2,34215190,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
CESP3,CESP,ON N1,7050066,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
CESP5,CESP,PNA N1,7301808,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
EUCA3,EUCATEX,ON N1,12801118,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
EUCA4,EUCATEX,PN N1,56134521,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
FESA3,FERBASA,ON EJ N1,312688,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
FRAS3,FRAS-LE,ON N1,75878489,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
GGBR3,GERDAU,ON N1,14031044,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
GOAU3,GERDAU MET,ON N1,90953948,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
ITSA3,ITAUSA,ON N1,1061351420,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
POMO3,MARCOPOLO,ON N2,249888492,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
BMEB3,MERC BRASIL,ON N1,10919947,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
BMEB4,MERC BRASIL,PN N1,14207979,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
MODL11,MODALMAIS,UNT N2,129848203,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
PINE4,PINE,PN N2,81168534,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
RAIZ4,RAIZEN,PN N2,1894553325,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
RAPT3,RANDON PART,ON N1,21308966,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
TASA3,TAURUS ARMAS,ON N2,11693211,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
TFCO4,TRACK FIELD,PN N2,81361806,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
TRPL3,TRAN PAULIST,ON N1,27080900,Corporate Governance,IGCX,Special Corporate Governance Stock Index (IGC)
BAHI3,BAHEMA,ON MA,5516515,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
BGIP3,BANESE,ON,485708,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
BGIP4,BANESE,PN,1063110,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
BIOM3,BIOMM,ON MA,23884427,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
BRKM6,BRASKEM,PNB N1,500230,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
CTNM4,COTEMINAS,PN,14357603,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
CRDE3,CR2,ON,2380679,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
GSHP3,GENERALSHOPP,ON,1428328,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
GEPA4,GER PARANAP,PN,3300250,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
CGRA3,GRAZZIOTIN,ON,2567496,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
CGRA4,GRAZZIOTIN,PN,8774860,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
MTIG4,METAL IGUACU,PN,41850,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
OSXB3,OSX BRASIL,ON NM,1592166,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
PTNT4,PETTENATI,PN,31585060,Corporate Governance,ITAG,Special Tag-Along Stock Index (ITAG)
